a (initial radius),b (Spiral growth rate),thc (Spiral shape thickness),th_0 (Spiral's start angle),th_f (Spiral's end angle),th_m (Metal thickness),r (Substrate radius),hs (Substrate height),er (Substrate dielectric constant),f (freq) GHz,gain,s11,VSWR
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.840841,4.544841,0.226631,1.729849
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.851351,4.523685,0.225763,1.746066
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.861862,4.502996,0.226222,1.767705
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.872372,4.482812,0.22781,1.79396
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.882883,4.463169,0.230516,1.824688
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.893393,4.444105,0.234391,1.859674
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.903904,4.425657,0.239385,1.898064
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.914414,4.407863,0.245264,1.938422
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.924925,4.390759,0.251683,1.979354
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.935435,4.374383,0.25836,2.020207
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.945946,4.358772,0.265204,2.061297
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.956456,4.343964,0.272323,2.103484
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.966967,4.329994,0.279888,2.147393
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.977477,4.316901,0.287976,2.192824
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.987988,4.304722,0.296476,2.238769
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.998498,4.293494,0.30515,2.284025
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.009009,4.283255,0.313778,2.327946
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.01952,4.27404,0.322285,2.37081
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.03003,4.265889,0.330769,2.413501
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.040541,4.258837,0.339391,2.456748
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.051051,4.252922,0.348235,2.500454
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.061562,4.248181,0.357218,2.543586
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.072072,4.244652,0.366121,2.58472
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.082583,4.242372,0.374722,2.622866
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.093093,4.241378,0.382912,2.657973
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.103604,4.241706,0.390741,2.690759
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.114114,4.243395,0.398334,2.721987
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.124625,4.246482,0.405766,2.751698
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.135135,4.251003,0.412967,2.778957
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.145646,4.256997,0.419742,2.802297
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.156156,4.264499,0.425871,2.820558
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.166667,4.273548,0.431233,2.833519
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.177177,4.28418,0.435857,2.841892
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.187688,4.296433,0.439863,2.846681
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.198198,4.310344,0.443349,2.848379
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.208709,4.32595,0.446297,2.846585
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.219219,4.343289,0.448572,2.840285
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.22973,4.362396,0.450004,2.828604
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.24024,4.38325,0.450503,2.811475
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.250751,4.405768,0.450116,2.789741
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.261261,4.429864,0.448988,2.764661
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.271772,4.45545,0.447257,2.73714
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.282282,4.482441,0.44496,2.707275
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.292793,4.510749,0.442015,2.674477
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.303303,4.540288,0.438285,2.638076
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.313814,4.57097,0.433689,2.597953
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.324324,4.602709,0.428267,2.554769
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.334835,4.635419,0.422157,2.509645
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.345345,4.669012,0.415516,2.463567
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.355856,4.703402,0.408422,2.416937
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.366366,4.738503,0.400852,2.369582
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.376877,4.774226,0.392732,2.321191
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.387387,4.810486,0.384038,2.271848
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.397898,4.847196,0.374866,2.22229
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.408408,4.884269,0.365425,2.173704
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.418919,4.921618,0.355957,2.127254
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.429429,4.959157,0.346642,2.083639
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.43994,4.996798,0.337553,2.042999
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.45045,5.034456,0.328688,2.005182
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.460961,5.072043,0.320047,1.970146
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.471471,5.109472,0.311699,1.93819
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.481982,5.146658,0.303767,1.90982
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.492492,5.183512,0.296365,1.885373
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.503003,5.219949,0.289507,1.864687
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.513514,5.255881,0.283077,1.847117
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.524024,5.291222,0.276887,1.831945
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.534535,5.325886,0.270804,1.818969
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.545045,5.359784,0.264866,1.808881
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.555556,5.392831,0.259321,1.803174
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.566066,5.42494,0.254556,1.803595
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.576577,5.456025,0.25096,1.811441
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.587087,5.485997,0.248794,1.827085
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.597598,5.514771,0.24813,1.849964
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.608108,5.54226,0.248878,1.878943
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.618619,5.568377,0.250869,1.912786
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.629129,5.593035,0.253929,1.95044
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.63964,5.616148,0.257906,1.99105
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.65015,5.637628,0.262658,2.033826
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.660661,5.65739,0.268027,2.077956
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.671171,5.675346,0.273836,2.122691
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.681682,5.69141,0.279925,2.167546
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.692192,5.705495,0.286204,2.212444
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.702703,5.717513,0.292664,2.257653
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.713213,5.727379,0.299355,2.303509
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.723724,5.735006,0.306321,2.35009
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.734234,5.740307,0.31355,2.397069
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.744745,5.743194,0.320958,2.443839
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.755255,5.743586,0.328429,2.48984
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.765766,5.741479,0.335876,2.534847
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.776276,5.736954,0.343279,2.579013
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.786787,5.730094,0.350673,2.622629
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.797297,5.720982,0.358092,2.665761
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.807808,5.709701,0.365522,2.708037
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.818318,5.696334,0.37288,2.748759
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.828829,5.680965,0.380048,2.78726
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.839339,5.663675,0.386935,2.823284
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.84985,5.64455,0.393525,2.857121
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.86036,5.62367,0.399873,2.889386
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.870871,5.601121,0.406061,2.920612
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.881381,5.576984,0.412143,2.950928
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.891892,5.551344,0.418114,2.980055
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.902402,5.524282,0.423929,3.0076
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.912913,5.495883,0.429555,3.033424
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.923423,5.466229,0.435008,3.057798
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.933934,5.435403,0.440353,3.081195
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.944444,5.403489,0.445657,3.103848
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.954955,5.37057,0.450933,3.125381
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.965465,5.336729,0.456105,3.144767
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.975976,5.302048,0.461027,3.160658
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.986486,5.266612,0.465538,3.171886
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,6.996997,5.230502,0.469512,3.177795
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.007508,5.193803,0.472882,3.178197
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.018018,5.156598,0.47561,3.173029
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.028529,5.118968,0.477636,3.161973
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.039039,5.080999,0.478851,3.144361
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.04955,5.042772,0.479104,3.119465
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.06006,5.004371,0.478259,3.086975
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.070571,4.96588,0.476256,3.047367
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.081081,4.92738,0.473136,3.001902
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.091592,4.888955,0.469031,2.952277
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.102102,4.850689,0.464111,2.900158
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.112613,4.812665,0.458537,2.846892
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.123123,4.774965,0.452448,2.793498
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.133634,4.737672,0.445973,2.740877
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.144144,4.700871,0.439264,2.689977
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.154655,4.664643,0.432495,2.641761
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.165165,4.629073,0.425839,2.596983
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.175676,4.594243,0.419415,2.555908
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.186186,4.560236,0.413254,2.518228
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.196697,4.527135,0.407302,2.483247
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.207207,4.495024,0.401468,2.450256
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.217718,4.463986,0.395689,2.418881
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.228228,4.434103,0.389965,2.389199
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.238739,4.40546,0.384353,2.36157
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.249249,4.378138,0.378931,2.336333
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.25976,4.352222,0.37374,2.313578
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.27027,4.327794,0.36878,2.293151
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.280781,4.304934,0.364021,2.274859
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.291291,4.28366,0.359457,2.258716
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.301802,4.263938,0.355134,2.24503
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.312312,4.245731,0.351145,2.234271
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.322823,4.229001,0.347587,2.226795
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.333333,4.213712,0.344517,2.222632
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.343844,4.199827,0.341925,2.22148
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.354354,4.187309,0.339759,2.22291
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.364865,4.17612,0.337966,2.226629
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.375375,4.166224,0.336534,2.232615
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.385886,4.157585,0.335498,2.24103
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.396396,4.150164,0.334906,2.25198
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.406907,4.143925,0.334774,2.265304
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.417417,4.138832,0.335058,2.280552
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.427928,4.134847,0.335676,2.297163
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.438438,4.131933,0.336541,2.314739
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.448949,4.130053,0.33761,2.333188
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.459459,4.12917,0.338892,2.352668
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.46997,4.129249,0.340426,2.373337
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.48048,4.13025,0.342228,2.395126
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.490991,4.132138,0.344267,2.417667
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.501502,4.134876,0.346466,2.440467
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.512012,4.138426,0.348745,2.463166
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.522523,4.142752,0.351059,2.485731
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.533033,4.147817,0.353419,2.508407
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.543544,4.153583,0.355872,2.531482
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.554054,4.160015,0.35845,2.555025
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.564565,4.167074,0.361144,2.578785
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.575075,4.174724,0.363896,2.602328
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.585586,4.182928,0.366637,2.625327
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.596096,4.19165,0.369326,2.647774
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.606607,4.200851,0.371978,2.669978
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.617117,4.210496,0.374647,2.692334
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.627628,4.220547,0.377383,2.715031
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.638138,4.230967,0.380193,2.737905
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.648649,4.241719,0.383037,2.760546
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.659159,4.252767,0.38585,2.782589
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.66967,4.264074,0.388593,2.803973
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.68018,4.275602,0.391274,2.824986
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.690691,4.287314,0.393942,2.846057
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.701201,4.299175,0.396652,2.867433
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.711712,4.311146,0.39942,2.888994
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.722222,4.32319,0.402213,2.910321
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.732733,4.335272,0.404968,2.930985
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.743243,4.347353,0.407637,2.950851
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.753754,4.359397,0.410221,2.970173
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.764264,4.371367,0.412765,2.989413
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.774775,4.383226,0.415326,3.008907
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.785285,4.394938,0.417931,3.028616
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.795796,4.406464,0.420556,3.048151
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.806306,4.41777,0.423145,3.067044
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.816817,4.428847,0.425646,3.085088
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.827327,4.439706,0.428052,3.102493
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.837838,4.450358,0.430404,3.119737
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.848348,4.460815,0.432759,3.137232
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.858859,4.471088,0.435155,3.155021
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.869369,4.481189,0.437575,3.172746
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.87988,4.491129,0.439968,3.1899
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.89039,4.500919,0.442278,3.20619
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.900901,4.510572,0.44449,3.221751
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.911411,4.520098,0.446636,3.237059
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.921922,4.529509,0.448774,3.252588
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.932432,4.538817,0.450948,3.268471
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.942943,4.548033,0.453151,3.284402
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.953453,4.557168,0.455336,3.29985
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.963964,4.566234,0.457446,3.314439
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.974474,4.575242,0.459455,3.328227
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.984985,4.584205,0.461389,3.341666
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,7.995495,4.593132,0.463306,3.35529
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.006006,4.602037,0.465253,3.369329
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.016517,4.61093,0.467235,3.383552
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.027027,4.619822,0.46921,3.397427
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.037538,4.628726,0.47112,3.410503
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.048048,4.637653,0.472933,3.422751
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.058559,4.646613,0.474666,3.434589
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.069069,4.65562,0.476375,3.446599
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.07958,4.664684,0.478112,3.459119
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.09009,4.673816,0.479893,3.472009
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.100601,4.683028,0.481682,3.48476
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.111111,4.692332,0.483425,3.496873
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.121622,4.701739,0.485082,3.508234
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.132132,4.711261,0.486666,3.519223
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.142643,4.720908,0.488227,3.53047
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.153153,4.730693,0.489827,3.542431
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.163664,4.740627,0.491492,3.555092
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.174174,4.750721,0.493199,3.568004
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.184685,4.760988,0.494897,3.580641
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.195195,4.771437,0.496546,3.592808
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.205706,4.782082,0.49815,3.604823
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.216216,4.792932,0.499761,3.617325
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.226727,4.804001,0.501441,3.630845
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.237237,4.815299,0.503225,3.645439
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.247748,4.826837,0.505097,3.660647
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,8.258258,4.838628,0.507002,3.675809
